character,round,image_number,frame_id,pose_index,action,output_file,source_sha256,crop_source,crop_x,crop_y,crop_w,crop_h,output_sha256,source_replaced,manual_applied
哥布林也想談戀愛,ROUND_2,5,56,6,Low「卑微求愛掃腿」,哥布林也想談戀愛/ROUND_2/25_Low「卑微求愛掃腿」/56.webp,ff11c4baee34db1736f0a92288edcdfe720bd1534d71539aceb50f4df137ff76,detected_or_manifest,517,304,251,214,5977779b58daf6bf6c4aaac10b3fd2a0b8f9551c6cbb3f5014ebbfe585ade630,False,False
哥布林也想談戀愛,ROUND_2,5,57,7,Low「卑微求愛掃腿」,哥布林也想談戀愛/ROUND_2/25_Low「卑微求愛掃腿」/57.webp,ff11c4baee34db1736f0a92288edcdfe720bd1534d71539aceb50f4df137ff76,detected_or_manifest,0,533,281,235,389290447e69f34d9bf7554508c82a0f2c31d49606f35d51e28411acb7a2f2c5,False,False
哥布林也想談戀愛,ROUND_2,5,59,9,Low「卑微求愛掃腿」,哥布林也想談戀愛/ROUND_2/25_Low「卑微求愛掃腿」/59.webp,ff11c4baee34db1736f0a92288edcdfe720bd1534d71539aceb50f4df137ff76,detected_or_manifest,512,528,256,240,93cba65869b8401cefa5ca1ff3397c274a71d65d4618d71716af8f067f11e84d,False,False
哥布林也想談戀愛,ROUND_2,6,63,3,覺醒 Heavy「戀愛頭槌」,哥布林也想談戀愛/ROUND_2/26_覺醒_Heavy「戀愛頭槌」/63.webp,4eb3f3375094f5e0b88e7747f410244b4e5d9a4ff84c9b0d7b04df37cd5b8dd7,detected_or_manifest,494,0,274,264,b9ebdd941976609a8377a94c996323b4072b4fd6aefc19d0f819e74e7a1c1f1a,False,False
哥布林也想談戀愛,ROUND_2,7,71,1,「從天而降的告白」,哥布林也想談戀愛/ROUND_2/27_「從天而降的告白」/71.webp,ad9afc90fa08e9ba4178d78b136b711b788858337a4f2f570fe02dcb3633bc68,manual,0,0,252,253,6dd6ba679a40d2c8a4049eda983d1dcde96c49b922e3e7a641dcf2083b3c8486,False,True
哥布林也想談戀愛,ROUND_2,7,72,2,「從天而降的告白」,哥布林也想談戀愛/ROUND_2/27_「從天而降的告白」/72.webp,ad9afc90fa08e9ba4178d78b136b711b788858337a4f2f570fe02dcb3633bc68,manual,275,0,224,267,8f9f5860a423e65d0c458e003eb3c10f55ad918369b61c9441563078034eb913,False,True
哥布林也想談戀愛,ROUND_2,7,73,3,「從天而降的告白」,哥布林也想談戀愛/ROUND_2/27_「從天而降的告白」/73.webp,ad9afc90fa08e9ba4178d78b136b711b788858337a4f2f570fe02dcb3633bc68,manual,513,44,255,223,3071101ac7f8e36dbb0f66a531d9b64e8016d5c90cdbac238dd8546b8b2d65eb,False,True
哥布林也想談戀愛,ROUND_2,7,74,4,強化普通投技「不要走！」,哥布林也想談戀愛/ROUND_2/28_強化普通投技「不要走！」/74.webp,ad9afc90fa08e9ba4178d78b136b711b788858337a4f2f570fe02dcb3633bc68,manual,0,265,287,272,8ba457c5d4e49b3fb66e5c0e3fc25d5db845c417817faf8ac607e4c1c3c15a28,False,True
哥布林也想談戀愛,ROUND_2,7,75,5,強化普通投技「不要走！」,哥布林也想談戀愛/ROUND_2/28_強化普通投技「不要走！」/75.webp,ad9afc90fa08e9ba4178d78b136b711b788858337a4f2f570fe02dcb3633bc68,manual,290,266,202,237,ccb906a4a93f258162ee535538e575cbb00c2d5fa714fc8eedc953b1c83da148,False,True
哥布林也想談戀愛,ROUND_2,7,76,6,強化普通投技「不要走！」,哥布林也想談戀愛/ROUND_2/28_強化普通投技「不要走！」/76.webp,ad9afc90fa08e9ba4178d78b136b711b788858337a4f2f570fe02dcb3633bc68,manual,492,285,265,222,4e67fa72fa9f5687e36f41946b56493d89379ae2fa8cb034ee30db8203ca9c4f,False,True
哥布林也想談戀愛,ROUND_2,7,77,7,強化普通投技「不要走！」,哥布林也想談戀愛/ROUND_2/28_強化普通投技「不要走！」/77.webp,ad9afc90fa08e9ba4178d78b136b711b788858337a4f2f570fe02dcb3633bc68,manual,0,521,242,212,a2fab7e119a4d2b65be77f182c58e9bfb021aa1629e0216827d32d6c03322e95,False,True
哥布林也想談戀愛,ROUND_2,7,78,8,強化普通投技「不要走！」,哥布林也想談戀愛/ROUND_2/28_強化普通投技「不要走！」/78.webp,ad9afc90fa08e9ba4178d78b136b711b788858337a4f2f570fe02dcb3633bc68,manual,260,509,252,228,fad1d265ff98225205ccee50ed2fe641c11a09c88236e64e6aefb737e6a7b615,False,True
哥布林也想談戀愛,ROUND_2,7,79,9,強化普通投技「不要走！」,哥布林也想談戀愛/ROUND_2/28_強化普通投技「不要走！」/79.webp,ad9afc90fa08e9ba4178d78b136b711b788858337a4f2f570fe02dcb3633bc68,manual,520,514,239,254,c2d3cbc4d3005e7a366ad98a83578292e9221a5d9eae47ac12f3d84adad54fdd,False,True
哥布林也想談戀愛,ROUND_2,8,81,1,Charge Start,哥布林也想談戀愛/ROUND_2/29_Charge_Start/81.webp,d9a4f7e4646dff145dba4cabc076a8ef1f86de2a8e0e990f0bfb69bd7586eb7d,manual,36,9,202,267,9301b638bfd900f504eb106ae6404f260fead0eb0578bd8be8eeac348496d012,False,True
哥布林也想談戀愛,ROUND_2,8,82,2,Charge Hold,哥布林也想談戀愛/ROUND_2/30_Charge_Hold/82.webp,d9a4f7e4646dff145dba4cabc076a8ef1f86de2a8e0e990f0bfb69bd7586eb7d,manual,254,10,238,275,61a29e6c2a83024130e26ce4869ee5fdb74869335411c1ba3da958be23b54de9,False,True
哥布林也想談戀愛,ROUND_2,8,83,3,強化 Lv1「抱一下就好」,哥布林也想談戀愛/ROUND_2/31_強化_Lv1「抱一下就好」/83.webp,d9a4f7e4646dff145dba4cabc076a8ef1f86de2a8e0e990f0bfb69bd7586eb7d,manual,502,20,251,242,334aa14ac26587bf87b5759a85b99f1740efd5f5003d010c8e2bf6f65d5673be,False,True
哥布林也想談戀愛,ROUND_2,8,84,4,強化 Lv2「真的一下就好」,哥布林也想談戀愛/ROUND_2/32_強化_Lv2「真的一下就好」/84.webp,d9a4f7e4646dff145dba4cabc076a8ef1f86de2a8e0e990f0bfb69bd7586eb7d,manual,0,271,274,225,ac031bdfa059e4a35522309ae4a9c06bd32b28f92be28156939a2f0ee0358f98,False,True
哥布林也想談戀愛,ROUND_2,8,85,5,強化 Lv3「我會對妳負責的！」,哥布林也想談戀愛/ROUND_2/33_強化_Lv3「我會對妳負責的！」/85.webp,d9a4f7e4646dff145dba4cabc076a8ef1f86de2a8e0e990f0bfb69bd7586eb7d,manual,261,269,296,240,34b592ea2f182275ffdef3c4304f909779223517d153275e4cf39cafa869a992,False,True
哥布林也想談戀愛,ROUND_2,8,86,6,成功擁抱,哥布林也想談戀愛/ROUND_2/34_成功擁抱/86.webp,d9a4f7e4646dff145dba4cabc076a8ef1f86de2a8e0e990f0bfb69bd7586eb7d,manual,563,261,189,242,379efa4c00957f126b486d3d3fd00e84d68bf0ae659eaf4d727a6613acc5a965,False,True
哥布林也想談戀愛,ROUND_2,8,87,7,Lv1／Lv2 正常後續,哥布林也想談戀愛/ROUND_2/35_Lv1_Lv2_正常後續/87.webp,d9a4f7e4646dff145dba4cabc076a8ef1f86de2a8e0e990f0bfb69bd7586eb7d,manual,0,501,233,267,378b5c20ecb48bf4719ebfacbed45adbffd48608f243c8142147142a93a651db,False,True
哥布林也想談戀愛,ROUND_2,8,88,8,Lv2 Whiff,哥布林也想談戀愛/ROUND_2/36_Lv2_Whiff/88.webp,d9a4f7e4646dff145dba4cabc076a8ef1f86de2a8e0e990f0bfb69bd7586eb7d,manual,232,494,273,274,23eb64b035617659032e91b40d25afcab29cacbce59165519973be0c8bcacd77,False,True
哥布林也想談戀愛,ROUND_2,8,89,9,Lv3 Catastrophic Whiff,哥布林也想談戀愛/ROUND_2/37_Lv3_Catastrophic_Whiff/89.webp,d9a4f7e4646dff145dba4cabc076a8ef1f86de2a8e0e990f0bfb69bd7586eb7d,manual,504,505,264,242,0a8b3a7ae6757105006dcd9c06de2be92cdbed6c8087fd636d6b14be12f3524c,False,True
哥布林也想談戀愛,ROUND_2,9,91,1,Mode Thrown Start,哥布林也想談戀愛/ROUND_2/38_Mode_Thrown_Start/91.webp,b64d0fd2d239b7e5bb4dc468940b2da90f5b2760565f5d74b296a50eea8d7230,manual,0,9,278,285,432397268fac87770c42fff84a10c26e34038effd27e48a5ff7076f2afa48942,False,True
哥布林也想談戀愛,ROUND_2,9,92,2,空中翻滾,哥布林也想談戀愛/ROUND_2/39_空中翻滾/92.webp,b64d0fd2d239b7e5bb4dc468940b2da90f5b2760565f5d74b296a50eea8d7230,manual,285,5,228,261,83c450db2f523dd8a851516f3a2408765d71378a4bc9e6fbb1acee530e773dba,False,True
哥布林也想談戀愛,ROUND_2,9,93,3,撞地,哥布林也想談戀愛/ROUND_2/40_撞地/93.webp,b64d0fd2d239b7e5bb4dc468940b2da90f5b2760565f5d74b296a50eea8d7230,manual,500,78,258,188,1b052f1d2822e1188a35b84893bc7986017fbd579bf4658e62956a967f2f366b,False,True
哥布林也想談戀愛,ROUND_2,9,94,4,Knockdown Hold,哥布林也想談戀愛/ROUND_2/41_Knockdown_Hold/94.webp,b64d0fd2d239b7e5bb4dc468940b2da90f5b2760565f5d74b296a50eea8d7230,manual,19,315,248,158,def794f79d811a5f98d7662cb99fc2eefdca59f45f15172defc0a432c8911ab2,False,True
哥布林也想談戀愛,ROUND_2,9,95,5,起身開始,哥布林也想談戀愛/ROUND_2/42_起身開始/95.webp,b64d0fd2d239b7e5bb4dc468940b2da90f5b2760565f5d74b296a50eea8d7230,detected_or_manifest,256,256,256,256,f6aabf2b8fb175d7e195d11f0f70c4a8857e63c56493c4eb5d5784bbba1b0ef2,False,False
哥布林也想談戀愛,ROUND_2,9,96,6,起身中段,哥布林也想談戀愛/ROUND_2/43_起身中段/96.webp,b64d0fd2d239b7e5bb4dc468940b2da90f5b2760565f5d74b296a50eea8d7230,manual,532,265,224,237,8a50bada5371bdf87fc5eced8034bd6560c8accec16e0b6a3feaefc41148fad2,False,True
哥布林也想談戀愛,ROUND_2,9,97,7,起身完成,哥布林也想談戀愛/ROUND_2/44_起身完成/97.webp,b64d0fd2d239b7e5bb4dc468940b2da90f5b2760565f5d74b296a50eea8d7230,detected_or_manifest,0,512,256,256,23d185e260bb2c212f57d4a6bbe0b947981748e3e6bb1dd7a90e1d7b971d8a4e,False,False
哥布林也想談戀愛,ROUND_2,9,98,8,KO Collapse,哥布林也想談戀愛/ROUND_2/45_KO_Collapse/98.webp,b64d0fd2d239b7e5bb4dc468940b2da90f5b2760565f5d74b296a50eea8d7230,manual,266,493,232,260,60d9dc281592fcf3a404696e10959414816f9afd329a85525b4e225dd0ee8450,False,True
哥布林也想談戀愛,ROUND_2,9,99,9,KO Hold,哥布林也想談戀愛/ROUND_2/46_KO_Hold/99.webp,b64d0fd2d239b7e5bb4dc468940b2da90f5b2760565f5d74b296a50eea8d7230,manual,496,575,257,175,04354830b0d00f11f3d28ce140a5e00fb594ed243ac38fcee50aef9828dd1eb1,False,True
沙拉貓貓,ROUND_1,1,11,1,待機,沙拉貓貓/ROUND_1/01_待機/11.webp,423bc45b2de28dce4383d21af1899f6989856bc2b014f06899ba5f4f6232de7c,detected_or_manifest,0,0,256,256,02fd643c2320054dfb8c893f766c5e6692165d17cd8e0622e60fa4783b369229,False,False
沙拉貓貓,ROUND_1,1,12,2,待機,沙拉貓貓/ROUND_1/01_待機/12.webp,423bc45b2de28dce4383d21af1899f6989856bc2b014f06899ba5f4f6232de7c,manual,256,0,239,254,2a06a0e0c891493408974c416008379aa164e89cc37f30b541936d1359c03585,False,True
沙拉貓貓,ROUND_1,1,13,3,待機,沙拉貓貓/ROUND_1/01_待機/13.webp,423bc45b2de28dce4383d21af1899f6989856bc2b014f06899ba5f4f6232de7c,manual,505,10,260,239,6db13ce10bfb74bc2c8b6090144316f9836f98dc09e937b732c434c676d84932,False,True
沙拉貓貓,ROUND_1,1,14,4,前走,沙拉貓貓/ROUND_1/02_前走/14.webp,423bc45b2de28dce4383d21af1899f6989856bc2b014f06899ba5f4f6232de7c,detected_or_manifest,0,256,256,256,d573b72a33cfc5f337416c7d68f60816a1ab85c39c1e253c8f53d6447cb79f8a,False,False
沙拉貓貓,ROUND_1,1,15,5,前走,沙拉貓貓/ROUND_1/02_前走/15.webp,423bc45b2de28dce4383d21af1899f6989856bc2b014f06899ba5f4f6232de7c,detected_or_manifest,256,256,256,256,d392274f2dcee2e0e3ea2254f943877e62b9a1055dc62bc67ffc2db2ccee36c1,False,False
沙拉貓貓,ROUND_1,1,16,6,前走,沙拉貓貓/ROUND_1/02_前走/16.webp,423bc45b2de28dce4383d21af1899f6989856bc2b014f06899ba5f4f6232de7c,detected_or_manifest,512,256,256,256,b0f4c4d12d877b1c427ddb04cba52934cf5b055f8e71e9ad0d015618521c8b5d,False,False
沙拉貓貓,ROUND_1,2,21,1,後走,沙拉貓貓/ROUND_1/03_後走/21.webp,d89f0cb4455770e7bd5e1783a941a2be23856be6b25713a3f1ba4ddb5bc93cc3,detected_or_manifest,0,0,256,256,9d65fe9392e8369e01fb9cc247f4c748b1ccdf5687af3883b279e3f10b30c0e9,False,False
沙拉貓貓,ROUND_1,2,22,2,後走,沙拉貓貓/ROUND_1/03_後走/22.webp,d89f0cb4455770e7bd5e1783a941a2be23856be6b25713a3f1ba4ddb5bc93cc3,manual,275,5,254,251,0629bcf6b51d90e4eaa019f408563a7fb4ed1c511a1b476c290389ce95b0c9e2,False,True
沙拉貓貓,ROUND_1,2,23,3,後走,沙拉貓貓/ROUND_1/03_後走/23.webp,d89f0cb4455770e7bd5e1783a941a2be23856be6b25713a3f1ba4ddb5bc93cc3,manual,532,12,235,221,19fe33f533b34f314661c621b9e0677eee818f2a3f6df2e9310a01bee4e33f53,False,True
沙拉貓貓,ROUND_1,2,24,4,蹲下,沙拉貓貓/ROUND_1/04_蹲下/24.webp,d89f0cb4455770e7bd5e1783a941a2be23856be6b25713a3f1ba4ddb5bc93cc3,detected_or_manifest,0,256,256,256,60b4d2a0d8822f16de2a44efdaa167b6d6ba566e241b2b610de51c80e2c38574,False,False
沙拉貓貓,ROUND_1,2,25,5,跳躍,沙拉貓貓/ROUND_1/05_跳躍/25.webp,d89f0cb4455770e7bd5e1783a941a2be23856be6b25713a3f1ba4ddb5bc93cc3,manual,271,270,257,241,a56aaf44c442ec727b51f7d2d474af3af1078f66bf1edbe01a24b7592bdfc434,False,True
沙拉貓貓,ROUND_1,2,26,6,跳躍,沙拉貓貓/ROUND_1/05_跳躍/26.webp,d89f0cb4455770e7bd5e1783a941a2be23856be6b25713a3f1ba4ddb5bc93cc3,manual,516,244,252,248,69ec439c6f28271ee907c9fe1830827b6f88dbc17cb7acfd087fd402ced35ba3,False,True
沙拉貓貓,ROUND_1,2,27,7,跳躍,沙拉貓貓/ROUND_1/05_跳躍/27.webp,d89f0cb4455770e7bd5e1783a941a2be23856be6b25713a3f1ba4ddb5bc93cc3,manual,0,493,266,236,1c7f5a9a085eb45b9deef7aad3365136278dcd737c5daf152fb8862b192ecc8e,False,True
沙拉貓貓,ROUND_1,2,28,8,跳躍,沙拉貓貓/ROUND_1/05_跳躍/28.webp,d89f0cb4455770e7bd5e1783a941a2be23856be6b25713a3f1ba4ddb5bc93cc3,manual,255,504,273,264,f5a50716d043098ebe2a8857d613e98e57e19424cb8f8c338df91796f6dce854,False,True
沙拉貓貓,ROUND_1,2,29,9,落地,沙拉貓貓/ROUND_1/06_落地/29.webp,d89f0cb4455770e7bd5e1783a941a2be23856be6b25713a3f1ba4ddb5bc93cc3,detected_or_manifest,512,512,256,256,80679d664febeea18818deb19aa5bc560e29eea3fe3046816885bd8b7b1f01df,False,False
沙拉貓貓,ROUND_1,3,31,1,輕攻「菜葉甩臉」,沙拉貓貓/ROUND_1/07_輕攻「菜葉甩臉」/31.webp,54762d4773749b1a16563d1c116a2f6941d265095359ab97f7fdad8479a3edbf,replacement_grid,0,0,512,512,284f95f0743951c03fd01c8db1a8a412c3c09fa11ac4953bfa313bd9c1d2fcf9,True,False
沙拉貓貓,ROUND_1,3,32,2,輕攻「菜葉甩臉」,沙拉貓貓/ROUND_1/07_輕攻「菜葉甩臉」/32.webp,54762d4773749b1a16563d1c116a2f6941d265095359ab97f7fdad8479a3edbf,replacement_grid,512,0,512,512,44c4b1eb3d483198440de0c78efd0fa3603d6523b9caaa77e9debb28de471646,True,False
沙拉貓貓,ROUND_1,3,33,3,輕攻「菜葉甩臉」,沙拉貓貓/ROUND_1/07_輕攻「菜葉甩臉」/33.webp,54762d4773749b1a16563d1c116a2f6941d265095359ab97f7fdad8479a3edbf,manual,1024,0,512,512,97c89bbbefc5fd1aef1f4c57b629b0a16ffc8897c365ed1b29de5c9073cc6d94,True,True
沙拉貓貓,ROUND_1,3,34,4,輕攻「菜葉甩臉」,沙拉貓貓/ROUND_1/07_輕攻「菜葉甩臉」/34.webp,54762d4773749b1a16563d1c116a2f6941d265095359ab97f7fdad8479a3edbf,replacement_grid,0,512,512,512,86f9599e06c4ece1b431343547cbf0201c527f9145fef939d4e8058abb4da901,True,False
沙拉貓貓,ROUND_1,3,35,5,輕攻「菜葉甩臉」,沙拉貓貓/ROUND_1/07_輕攻「菜葉甩臉」/35.webp,54762d4773749b1a16563d1c116a2f6941d265095359ab97f7fdad8479a3edbf,replacement_grid,512,512,512,512,f8729c582675a86426be201e66fbcf1464fa16f108234284ca2f32b73f0c1eda,True,False
沙拉貓貓,ROUND_1,3,36,6,輕攻「菜葉甩臉」,沙拉貓貓/ROUND_1/07_輕攻「菜葉甩臉」/36.webp,54762d4773749b1a16563d1c116a2f6941d265095359ab97f7fdad8479a3edbf,manual,1024,512,512,512,b7b89a9bc69856da815b4bf77bc0cdd2a8820fe8e75daea428de5b31a16e63b6,True,True
沙拉貓貓,ROUND_1,4,41,1,重攻「整盆不要！」,沙拉貓貓/ROUND_1/08_重攻「整盆不要！」/41.webp,3a5fdac4adbf67ff7cd2b5b84039b24fa7167104d1e31044ef5f8abe33a3ba79,manual,9,15,239,234,6ae3bc8e6a88f6845bebec09626858610a4c9451ef776143976f84f5aa92b30d,False,True
沙拉貓貓,ROUND_1,4,42,2,重攻「整盆不要！」,沙拉貓貓/ROUND_1/08_重攻「整盆不要！」/42.webp,3a5fdac4adbf67ff7cd2b5b84039b24fa7167104d1e31044ef5f8abe33a3ba79,manual,256,4,239,270,a8ff9e430c1ee407890ea8f0a0a96a00155009a9707b02d1dae86e7013eda91e,False,True
沙拉貓貓,ROUND_1,4,43,3,重攻「整盆不要！」,沙拉貓貓/ROUND_1/08_重攻「整盆不要！」/43.webp,3a5fdac4adbf67ff7cd2b5b84039b24fa7167104d1e31044ef5f8abe33a3ba79,manual,495,0,273,274,e173a64acb28ef752ffcf1ee80a7428dcf768b2a6d9eec150b22042c85b84530,False,True
沙拉貓貓,ROUND_1,4,44,4,重攻「整盆不要！」,沙拉貓貓/ROUND_1/08_重攻「整盆不要！」/44.webp,3a5fdac4adbf67ff7cd2b5b84039b24fa7167104d1e31044ef5f8abe33a3ba79,manual,0,250,267,241,8fd7a71135b8c90f6e2a3ad47d60188846da07b6d11d9c8613518b3500a6bb5d,False,True
沙拉貓貓,ROUND_1,4,45,5,重攻「整盆不要！」,沙拉貓貓/ROUND_1/08_重攻「整盆不要！」/45.webp,3a5fdac4adbf67ff7cd2b5b84039b24fa7167104d1e31044ef5f8abe33a3ba79,manual,268,283,266,179,dde27725099e3db5ae68e65e4e18c5ebb2eb11eada64375962f4c711f09f1d6c,False,True
沙拉貓貓,ROUND_1,4,46,6,重攻「整盆不要！」,沙拉貓貓/ROUND_1/08_重攻「整盆不要！」/46.webp,3a5fdac4adbf67ff7cd2b5b84039b24fa7167104d1e31044ef5f8abe33a3ba79,manual,531,274,236,208,76183213956d178251c336641e2e5e476b8363aa3b4fcb690e12a2a979881fa9,False,True
沙拉貓貓,ROUND_1,5,54,4,下段「菜梗掃地」,沙拉貓貓/ROUND_1/09_下段「菜梗掃地」/54.webp,b329973784f1c7cfe67a3ab6cdf7b0706ed0f75009e67ddca43e985fb8789ad2,manual,0,512,512,512,7bfa1bc1e66970b9aa73174ab8819bdee638e74675df86745e821fd9b547b525,True,True
沙拉貓貓,ROUND_1,5,55,5,下段「菜梗掃地」,沙拉貓貓/ROUND_1/09_下段「菜梗掃地」/55.webp,b329973784f1c7cfe67a3ab6cdf7b0706ed0f75009e67ddca43e985fb8789ad2,manual,512,512,557,512,a031e3d5abe36171df6b6913f100bd1aee3ec7de266a6aa4a63519900545ea3d,True,True
沙拉貓貓,ROUND_1,5,56,6,下段「菜梗掃地」,沙拉貓貓/ROUND_1/09_下段「菜梗掃地」/56.webp,b329973784f1c7cfe67a3ab6cdf7b0706ed0f75009e67ddca43e985fb8789ad2,manual,1061,512,475,512,3fe95967b0a657e63517f23c27a4a428c78ca5a6511fc6e97a0ce32e563adf62,True,True
沙拉貓貓,ROUND_1,6,64,4,空中攻擊「空投沙拉盆」,沙拉貓貓/ROUND_1/10_空中攻擊「空投沙拉盆」/64.webp,d20bfc7cdaa2510efec9c4476dba7dc77095150f5ab5ba7610d5380a73ae62a7,manual,14,274,280,225,91d27fe1c0e1ab7c84c65afdcdf4d0f831748ed58dee3601d5dd715cbc986daa,False,True
沙拉貓貓,ROUND_1,6,65,5,空中攻擊「空投沙拉盆」,沙拉貓貓/ROUND_1/10_空中攻擊「空投沙拉盆」/65.webp,d20bfc7cdaa2510efec9c4476dba7dc77095150f5ab5ba7610d5380a73ae62a7,manual,294,279,235,192,f825d9718c5c841ff3dcbe02540b3249c0982053e20a2bf28fcb3ad6ac9effb9,False,True
沙拉貓貓,ROUND_1,6,66,6,空中攻擊「空投沙拉盆」,沙拉貓貓/ROUND_1/10_空中攻擊「空投沙拉盆」/66.webp,d20bfc7cdaa2510efec9c4476dba7dc77095150f5ab5ba7610d5380a73ae62a7,detected_or_manifest,539,259,209,244,041ed980bd74fbbd7045fcbc50579fa99954a0fd465180d2761110d0a16459d5,False,False
沙拉貓貓,ROUND_1,7,71,1,站防「拿盆擋一下」,沙拉貓貓/ROUND_1/11_站防「拿盆擋一下」/71.webp,0986f42ff56c127897f095fe5ebd57d46276b7f4558669eea094bd7d7d8f3ff5,detected_or_manifest,0,0,245,273,797da5640e041f6c3b393916f2bcf46b15e08429957665406c7ca3337cf45380,False,False
沙拉貓貓,ROUND_1,7,72,2,站防命中,沙拉貓貓/ROUND_1/12_站防命中/72.webp,0986f42ff56c127897f095fe5ebd57d46276b7f4558669eea094bd7d7d8f3ff5,detected_or_manifest,255,0,274,276,1a283a80b37273f1acbdc944b92c2f3f04345cae4158aa4db377a13c234a23cb,False,False
沙拉貓貓,ROUND_1,7,73,3,站防硬直,沙拉貓貓/ROUND_1/13_站防硬直/73.webp,0986f42ff56c127897f095fe5ebd57d46276b7f4558669eea094bd7d7d8f3ff5,detected_or_manifest,531,0,237,272,8e54674b25c9dadd120d4dbf0541048a612997d4d515e98bfdaf0f08d5cc96ca,False,False
沙拉貓貓,ROUND_1,7,74,4,蹲防,沙拉貓貓/ROUND_1/14_蹲防/74.webp,0986f42ff56c127897f095fe5ebd57d46276b7f4558669eea094bd7d7d8f3ff5,detected_or_manifest,0,279,246,233,d63577a4ee49100a30d9a4d3106c9fd2975491c48c5adbac136f2b839b4765fe,False,False
沙拉貓貓,ROUND_1,7,75,5,蹲防命中,沙拉貓貓/ROUND_1/15_蹲防命中/75.webp,0986f42ff56c127897f095fe5ebd57d46276b7f4558669eea094bd7d7d8f3ff5,detected_or_manifest,251,284,262,228,e18361ed519ba3cda23869d41fbcd02625acd9f2b3123948746722e045924d42,False,False
沙拉貓貓,ROUND_1,7,76,6,蹲防硬直,沙拉貓貓/ROUND_1/16_蹲防硬直/76.webp,0986f42ff56c127897f095fe5ebd57d46276b7f4558669eea094bd7d7d8f3ff5,detected_or_manifest,519,280,249,232,a8a6702ea284b2f26c9898fa9cb8e721b88e505987fe0e147bad03d7f15e915e,False,False
沙拉貓貓,ROUND_1,8,81,1,上段輕受擊,沙拉貓貓/ROUND_1/17_上段輕受擊/81.webp,878892fcbafc45c14d5e2351e49bec4ad009bc775ddf3852d25d8adc78d0a3fe,manual,0,0,253,247,fd3ce5b3d832f38145e91f58997e0dc6449f93e6934897ef14d1b303d8a88c4c,False,True
沙拉貓貓,ROUND_1,8,82,2,中段受擊,沙拉貓貓/ROUND_1/18_中段受擊/82.webp,878892fcbafc45c14d5e2351e49bec4ad009bc775ddf3852d25d8adc78d0a3fe,detected_or_manifest,256,0,256,256,3d585f226221b5ec30cde2fe630f8a03ac6050aa7bb6b0195cf1d89680450896,False,False
沙拉貓貓,ROUND_1,8,83,3,下段受擊,沙拉貓貓/ROUND_1/19_下段受擊/83.webp,878892fcbafc45c14d5e2351e49bec4ad009bc775ddf3852d25d8adc78d0a3fe,manual,515,0,248,253,a3adcc569ff4aa8da2b09135e899381669a4c87aed01574675f1b715d11f682e,False,True
沙拉貓貓,ROUND_1,8,84,4,重擊後仰,沙拉貓貓/ROUND_1/20_重擊後仰/84.webp,878892fcbafc45c14d5e2351e49bec4ad009bc775ddf3852d25d8adc78d0a3fe,detected_or_manifest,0,256,264,256,e26e8e7abc646193d8eb131fccdc23c52a1000ef84253877998cfd6ba06dd097,False,False
沙拉貓貓,ROUND_1,8,85,5,Counter Hit 大後仰,沙拉貓貓/ROUND_1/21_Counter_Hit_大後仰/85.webp,878892fcbafc45c14d5e2351e49bec4ad009bc775ddf3852d25d8adc78d0a3fe,manual,271,247,251,265,798ff23f211588c2ab37eac6193103ea16aac28aa654b2bde0791245ea44a943,False,True
沙拉貓貓,ROUND_1,8,86,6,受擊恢復,沙拉貓貓/ROUND_1/22_受擊恢復/86.webp,878892fcbafc45c14d5e2351e49bec4ad009bc775ddf3852d25d8adc78d0a3fe,detected_or_manifest,530,259,238,253,5eadadbf29b87dc8f06534dbcaadb94c95c700e2105c16053b2e2525a05b14ed,False,False
沙拉貓貓,ROUND_2,1,11,1,前衝,沙拉貓貓/ROUND_2/01_前衝/11.webp,ee812ef07743c59cfc77d0b0a059dd872dd7bc6a92622575c8718c933e2da66e,detected_or_manifest,0,0,256,256,d6c578a7a52ac14b056af7c737ec46dc828aabc97f82e4e8712b3e95c4843472,False,False
沙拉貓貓,ROUND_2,1,12,2,前衝,沙拉貓貓/ROUND_2/01_前衝/12.webp,ee812ef07743c59cfc77d0b0a059dd872dd7bc6a92622575c8718c933e2da66e,detected_or_manifest,256,0,256,256,1aad5aedc2b7c8a53d3234f0af1cb10cdf61d8a03e8ccec6a0801e0826c70588,False,False
沙拉貓貓,ROUND_2,1,13,3,前衝,沙拉貓貓/ROUND_2/01_前衝/13.webp,ee812ef07743c59cfc77d0b0a059dd872dd7bc6a92622575c8718c933e2da66e,detected_or_manifest,521,20,247,233,01dff4fef159fe7b337ea1a2ca6f30896644d61ce4841641164a938157bc84ec,False,False
沙拉貓貓,ROUND_2,1,16,6,後撤,沙拉貓貓/ROUND_2/02_後撤/16.webp,ee812ef07743c59cfc77d0b0a059dd872dd7bc6a92622575c8718c933e2da66e,manual,515,237,253,275,449fc616aa56e5c41335cd680188eec76923c1ff25c9fc23153e815e0a18edc1,False,True
沙拉貓貓,ROUND_2,2,21,1,投技「你吃掉！」,沙拉貓貓/ROUND_2/03_投技「你吃掉！」/21.webp,d13f374ce68bdbdd664dbaeab7899a66dcb98c79ce0757677c48881be77ebd0e,detected_or_manifest,0,0,280,243,6decd881ec1d0e768eb52ce13022f66e75adb8de51617d4b7836d096884b37eb,False,False
