character,round,action_folder,frame_ids,frame_count
蘸醬胡渣狗,ROUND_2,03_投技「有飯一起滾」,21.webp;22.webp;23.webp;24.webp;25.webp;26.webp,6
蘸醬胡渣狗,ROUND_2,04_強擊後仰,31.webp,1
蘸醬胡渣狗,ROUND_2,05_被摔空中,32.webp,1
蘸醬胡渣狗,ROUND_2,06_落地前,33.webp,1
蘸醬胡渣狗,ROUND_2,07_Knockdown_Impact,34.webp,1
蘸醬胡渣狗,ROUND_2,08_Knockdown_Hold,35.webp,1
蘸醬胡渣狗,ROUND_2,09_Soft_Knockdown_Recovery,36.webp,1
蘸醬胡渣狗,ROUND_2,10_起身前段,37.webp,1
蘸醬胡渣狗,ROUND_2,11_起身後段,38.webp,1
蘸醬胡渣狗,ROUND_2,12_KO「沒飯了」,39.webp,1
蘸醬胡渣狗,ROUND_2,13_Charge_Start,41.webp,1
蘸醬胡渣狗,ROUND_2,14_Charge_Loop,42.webp,1
蘸醬胡渣狗,ROUND_2,15_Maximum_Charge,43.webp,1
蘸醬胡渣狗,ROUND_2,16_放招準備,44.webp,1
蘸醬胡渣狗,ROUND_2,17_黏醬飛射,45.webp,1
蘸醬胡渣狗,ROUND_2,18_後座_Recovery,46.webp,1
蘸醬胡渣狗,ROUND_2,19_Lv1「剩醬一甩」,51.webp;52.webp;53.webp,3
蘸醬胡渣狗,ROUND_2,20_Lv2「整碗潑出去」,54.webp;55.webp;56.webp,3
蘸醬胡渣狗,ROUND_2,21_Lv3「陳年老醬」,57.webp;58.webp;59.webp,3
蘸醬胡渣狗,ROUND_2,22_Ultimate_啟動,61.webp,1
蘸醬胡渣狗,ROUND_2,23_Blink_Rush_起跑準備,62.webp,1
蘸醬胡渣狗,ROUND_2,24_Rush_Pass_1,63.webp,1
蘸醬胡渣狗,ROUND_2,25_Rush_Pass_2,64.webp,1
蘸醬胡渣狗,ROUND_2,26_Rush_Pass_3,65.webp,1
蘸醬胡渣狗,ROUND_2,27_Rush_Pass_4,66.webp,1
蘸醬胡渣狗,ROUND_2,28_第四次衝刺後煞停,67.webp,1
蘸醬胡渣狗,ROUND_2,29_SAUCE_EXPLOSION_蓄爆,68.webp,1
蘸醬胡渣狗,ROUND_2,30_爆炸後座_Ultimate_Recovery,69.webp,1
蘸醬胡渣狗,ROUND_2,31_短醬汁路徑預告,71.webp,1
蘸醬胡渣狗,ROUND_2,32_中距離_Rush_Warning,72.webp,1
蘸醬胡渣狗,ROUND_2,33_Blink_Entry_Puff,73.webp,1
蘸醬胡渣狗,ROUND_2,34_Rush_Pass_1_水平軌跡,74.webp,1
蘸醬胡渣狗,ROUND_2,35_後續較高位置_Rush_軌跡,75.webp,1
蘸醬胡渣狗,ROUND_2,36_Pass_3_空中_弧形軌跡,76.webp,1
蘸醬胡渣狗,ROUND_2,37_Pass_4_最密集_Rush_軌跡,77.webp,1
蘸醬胡渣狗,ROUND_2,38_Blink_Exit_Residue,78.webp,1
蘸醬胡渣狗,ROUND_2,39_四段衝刺後殘留醬汁視覺,79.webp,1
蘸醬胡渣狗,ROUND_2,40_普通爆炸核心,81.webp,1
蘸醬胡渣狗,ROUND_2,41_普通外圈醬汁飛濺,82.webp,1
蘸醬胡渣狗,ROUND_2,42_普通爆炸消散,83.webp,1
蘸醬胡渣狗,ROUND_2,43_Cashout_強化爆炸核心,84.webp,1
蘸醬胡渣狗,ROUND_2,44_大型放射狀醬汁爆發,85.webp,1
蘸醬胡渣狗,ROUND_2,45_強化_Knockdown_衝擊,86.webp,1
蘸醬胡渣狗,ROUND_2,46_Sticky_Consumption_Implosion,87.webp,1
蘸醬胡渣狗,ROUND_2,47_Cashout_Detonation_Transition,88.webp,1
蘸醬胡渣狗,ROUND_2,48_最終_Sauce_Disaster_Residue,89.webp,1
豹拉,ROUND_1,01_待機,11.webp;12.webp,2
豹拉,ROUND_1,02_前走,13.webp;14.webp,2
豹拉,ROUND_1,03_後走,15.webp;16.webp,2
豹拉,ROUND_1,04_蹲下,17.webp,1
豹拉,ROUND_1,05_跳躍,18.webp,1
豹拉,ROUND_1,06_落地,19.webp,1
豹拉,ROUND_1,07_前衝,21.webp;22.webp;23.webp,3
豹拉,ROUND_1,08_後撤,24.webp;25.webp;26.webp,3
豹拉,ROUND_1,09_輕攻「豹爪」,31.webp;32.webp;33.webp;34.webp;35.webp;36.webp,6
豹拉,ROUND_1,10_重攻「裂痕重爪」,41.webp;42.webp;43.webp;44.webp;45.webp;46.webp,6
豹拉,ROUND_1,11_下段「守線截踝」,51.webp;52.webp;53.webp;54.webp;55.webp;56.webp,6
豹拉,ROUND_1,12_空中攻擊「回身斷後爪」,61.webp;62.webp;63.webp;64.webp;65.webp;66.webp,6
豹拉,ROUND_1,13_站防「我不走」,71.webp,1
豹拉,ROUND_1,14_蹲防,72.webp,1
豹拉,ROUND_1,15_輕防禦硬直,73.webp,1
豹拉,ROUND_1,16_重防禦硬直,74.webp,1
豹拉,ROUND_1,17_上段受擊,75.webp,1
豹拉,ROUND_1,18_下段受擊,76.webp,1
豹拉,ROUND_2,01_投技「斷後摔」,11.webp;12.webp;13.webp;14.webp;15.webp;16.webp,6
豹拉,ROUND_2,02_被摔起飛,21.webp,1
豹拉,ROUND_2,03_空中翻滾,22.webp,1
豹拉,ROUND_2,04_倒地撞擊,23.webp,1
豹拉,ROUND_2,05_倒地,24.webp,1
豹拉,ROUND_2,06_起身,25.webp,1
豹拉,ROUND_2,07_KO,26.webp,1
豹拉,ROUND_2,08_開始蓄力,31.webp,1
豹拉,ROUND_2,09_蓄力維持,32.webp;33.webp,2
豹拉,ROUND_2,10_放開_進入反擊準備,34.webp,1
豹拉,ROUND_2,11_Counter_有效窗口,35.webp,1
豹拉,ROUND_2,12_反擊失敗收招,36.webp,1
豹拉,ROUND_2,13_Lv1「護身」成功,41.webp;42.webp;43.webp,3
豹拉,ROUND_2,14_Lv2「斷後反擊」成功,44.webp;45.webp;46.webp,3
豹拉,ROUND_2,15_Lv3_對_Strike_反擊,51.webp;52.webp;53.webp;54.webp;55.webp,5
豹拉,ROUND_2,16_Lv3_對_Projectile_反擊,56.webp;57.webp;58.webp;59.webp,4
豹拉,ROUND_2,17_Ultimate_啟動_深吸氣,61.webp,1
豹拉,ROUND_2,18_啟動咆哮,62.webp,1
豹拉,ROUND_2,19_進入_LAST_STAND,63.webp,1
豹拉,ROUND_2,20_LAST_STAND_等待,64.webp,1
豹拉,ROUND_2,21_吸收敵人攻擊,65.webp;66.webp,2
豹拉,ROUND_2,22_Resolve_≥1，準備反擊,67.webp,1
豹拉,ROUND_2,23_反擊咆哮本體,68.webp,1
豹拉,ROUND_2,24_0_Hit_失敗_巨大硬直,69.webp,1
豹拉,ROUND_2,25_Resolve_●,71.webp,1
豹拉,ROUND_2,26_Resolve_●●,72.webp,1
豹拉,ROUND_2,27_Resolve_●●●,73.webp,1
豹拉,ROUND_2,28_LAST_STAND_吸收命中特效,74.webp,1
豹拉,ROUND_2,29_最大_Resolve_特效,75.webp,1
豹拉,ROUND_2,30_0_Hit_失敗消散特效,76.webp,1
豹拉,ROUND_2,31_「巨大記憶怪物幻影」,81.webp,1
豹拉,ROUND_2,32_1_Resolve「短距離咆哮」,91.webp;92.webp;93.webp,3
豹拉,ROUND_2,33_2_Resolve「大型咆哮」,94.webp;95.webp;96.webp,3
豹拉,ROUND_2,34_3_Resolve_完整「怪物前的咆哮」,97.webp;98.webp;99.webp,3
驚嚇小貓,ROUND_1,01_Panic_Idle_緊張待機,11.webp;12.webp;13.webp;14.webp;15.webp;16.webp,6
驚嚇小貓,ROUND_1,02_前走,21.webp;22.webp;23.webp,3
驚嚇小貓,ROUND_1,03_後走,24.webp;25.webp;26.webp,3
驚嚇小貓,ROUND_1,04_蹲下,31.webp,1
驚嚇小貓,ROUND_1,05_跳躍,32.webp;33.webp;34.webp;35.webp,4
驚嚇小貓,ROUND_1,06_Landing,36.webp,1
驚嚇小貓,ROUND_1,07_輕攻「不要過來拳」,41.webp;42.webp;43.webp;44.webp;45.webp;46.webp,6
驚嚇小貓,ROUND_1,08_重攻「救命亂抓」,51.webp;52.webp;53.webp;54.webp;55.webp;56.webp,6
驚嚇小貓,ROUND_1,09_下段「尾巴被踩到了！」,61.webp;62.webp;63.webp;64.webp;65.webp;66.webp,6
驚嚇小貓,ROUND_1,10_空中攻擊「空中炸毛亂抓」,71.webp;72.webp;73.webp;74.webp;75.webp;76.webp,6
驚嚇小貓,ROUND_1,11_站防,81.webp,1
驚嚇小貓,ROUND_1,12_Standing_Guard_Impact,82.webp,1
驚嚇小貓,ROUND_1,13_Standing_Blockstun,83.webp,1
驚嚇小貓,ROUND_1,14_蹲防_縮毛球,84.webp,1
驚嚇小貓,ROUND_1,15_Crouching_Guard_Impact,85.webp,1
驚嚇小貓,ROUND_1,16_Crouching_Blockstun,86.webp,1
驚嚇小貓,ROUND_1,17_Light_High_Hit,91.webp,1
驚嚇小貓,ROUND_1,18_Light_Body_Hit,92.webp,1
驚嚇小貓,ROUND_1,19_Medium_High_Hit,93.webp,1
驚嚇小貓,ROUND_1,20_Medium_Body_Hit,94.webp,1
驚嚇小貓,ROUND_1,21_Low_Hit,95.webp,1
驚嚇小貓,ROUND_1,22_Heavy_Stagger,96.webp,1
驚嚇小貓,ROUND_1,23_前衝,101.webp;102.webp;103.webp,3
驚嚇小貓,ROUND_1,24_普通後撤,104.webp;105.webp;106.webp,3
驚嚇小貓,ROUND_1,25_Panic_Exit_強化後撤,107.webp;108.webp;109.webp,3
驚嚇小貓,ROUND_2,01_投技「啊啊啊不是你！」,11.webp;12.webp;13.webp;14.webp;15.webp;16.webp,6
驚嚇小貓,ROUND_2,02_Thrown_Start,21.webp,1
驚嚇小貓,ROUND_2,03_Airborne_Tumble,22.webp,1
驚嚇小貓,ROUND_2,04_Ground_Impact,23.webp,1
驚嚇小貓,ROUND_2,05_Knockdown_Hold,24.webp,1
驚嚇小貓,ROUND_2,06_Getup_Start,25.webp,1
驚嚇小貓,ROUND_2,07_Getup_Middle,26.webp,1
驚嚇小貓,ROUND_2,08_Getup_Finish,27.webp,1
驚嚇小貓,ROUND_2,09_KO_Collapse,28.webp,1
驚嚇小貓,ROUND_2,10_KO_Hold,29.webp,1
驚嚇小貓,ROUND_2,11_Charge_Start,31.webp,1
驚嚇小貓,ROUND_2,12_Charge_Hold,32.webp,1
驚嚇小貓,ROUND_2,13_Release_Anticipation,33.webp,1
驚嚇小貓,ROUND_2,14_Panic_Rush_Active,34.webp,1
驚嚇小貓,ROUND_2,15_撞到後自己反彈,35.webp,1
驚嚇小貓,ROUND_2,16_Recovery_距離重設,36.webp,1
驚嚇小貓,ROUND_2,17_Lv1_Charge_Pulse,41.webp,1
驚嚇小貓,ROUND_2,18_Lv2_Charge_Pulse,42.webp,1
驚嚇小貓,ROUND_2,19_Lv3_Maximum_Charge,43.webp,1
驚嚇小貓,ROUND_2,20_Lv1_Short_Rush_Streak,44.webp,1
驚嚇小貓,ROUND_2,21_Lv2_Rush_Streak,45.webp,1
驚嚇小貓,ROUND_2,22_Lv3_High-Speed_Rush,46.webp,1
驚嚇小貓,ROUND_2,23_Lv1_Impact,47.webp,1
驚嚇小貓,ROUND_2,24_Lv2_強_Knockback_Shockwave,48.webp,1
驚嚇小貓,ROUND_2,25_Lv3_Extreme_Separation_Shockwave,49.webp,1
驚嚇小貓,ROUND_2,26_突然警報,51.webp,1
驚嚇小貓,ROUND_2,27_超巨大吸氣,52.webp,1
驚嚇小貓,ROUND_2,28_開始尖叫,53.webp,1
驚嚇小貓,ROUND_2,29_Ultimate_Peak_Scream,54.webp,1
驚嚇小貓,ROUND_2,30_尖叫後驚恐,55.webp,1
驚嚇小貓,ROUND_2,31_恢復正常操作_哈士奇持續在場,56.webp,1
驚嚇小貓,ROUND_2,32_Neutral_Arrival,61.webp,1
驚嚇小貓,ROUND_2,33_Chase_Start,62.webp,1
驚嚇小貓,ROUND_2,34_Low_Chase_Gallop,63.webp,1
驚嚇小貓,ROUND_2,35_Chase_Passing,64.webp,1
驚嚇小貓,ROUND_2,36_Fast_Open-Mouth_Sprint,65.webp,1
驚嚇小貓,ROUND_2,37_Bark_Warning,66.webp,1
驚嚇小貓,ROUND_2,38_Target_Point_「就是你」警告,67.webp,1
驚嚇小貓,ROUND_2,39_Tongue-Out_Cooldown,68.webp,1
驚嚇小貓,ROUND_2,40_Cooldown_to_Chase_Recovery,69.webp,1
驚嚇小貓,ROUND_2,41_Pounce_Anticipation,71.webp,1
驚嚇小貓,ROUND_2,42_前爪飛撲_Active,72.webp,1
驚嚇小貓,ROUND_2,43_Pounce_Landing_Recovery,73.webp,1
驚嚇小貓,ROUND_2,44_Bite_Windup,74.webp,1
驚嚇小貓,ROUND_2,45_張嘴飛咬_Active,75.webp,1
驚嚇小貓,ROUND_2,46_Bite_Recovery,76.webp,1
驚嚇小貓,ROUND_2,47_Hit_Reaction,77.webp,1
驚嚇小貓,ROUND_2,48_Heavy_Hit_Forced_Back,78.webp,1
驚嚇小貓,ROUND_2,49_Defeated_Disengage_Despawn,79.webp,1
驚嚇小貓,ROUND_2,50_主要_Paw_Bite_Impact,81.webp,1
驚嚇小貓,ROUND_2,51_小型_Contact_Impact,82.webp,1
驚嚇小貓,ROUND_2,52_Heavy_Companion_Impact,83.webp,1
驚嚇小貓,ROUND_2,53_Horizontal_Speed_Smear,84.webp,1
驚嚇小貓,ROUND_2,54_Pounce_Directional_Streak,85.webp,1
驚嚇小貓,ROUND_2,55_Bite_Lunge_Directional_Streak,86.webp,1
魔法胖橘貓,ROUND_1,01_待機,11.webp;12.webp;13.webp,3
魔法胖橘貓,ROUND_1,02_前走,14.webp;15.webp;16.webp,3
魔法胖橘貓,ROUND_1,03_後走,17.webp;18.webp;19.webp,3
魔法胖橘貓,ROUND_1,04_蹲下,21.webp,1
魔法胖橘貓,ROUND_1,05_跳躍,22.webp;23.webp;24.webp;25.webp,4
魔法胖橘貓,ROUND_1,06_落地,26.webp,1
魔法胖橘貓,ROUND_1,07_前衝,31.webp;32.webp;33.webp,3
魔法胖橘貓,ROUND_1,08_後撤,34.webp;35.webp;36.webp,3
魔法胖橘貓,ROUND_1,09_輕攻「見習杖戳」,41.webp;42.webp;43.webp;44.webp;45.webp;46.webp,6
魔法胖橘貓,ROUND_1,10_重攻「大法師橫掃」,51.webp;52.webp;53.webp;54.webp;55.webp;56.webp,6
魔法胖橘貓,ROUND_1,11_下段「法杖畫圈」,61.webp;62.webp;63.webp;64.webp;65.webp;66.webp,6
魔法胖橘貓,ROUND_1,12_空中攻擊「帽子掉了！」,71.webp;72.webp;73.webp;74.webp;75.webp;76.webp,6
魔法胖橘貓,ROUND_1,13_站防,81.webp,1
魔法胖橘貓,ROUND_1,14_Standing_Blockstun,82.webp,1
魔法胖橘貓,ROUND_1,15_Standing_Guard_Recovery,83.webp,1
魔法胖橘貓,ROUND_1,16_蹲防,84.webp,1
魔法胖橘貓,ROUND_1,17_Crouching_Blockstun,85.webp,1
魔法胖橘貓,ROUND_1,18_Crouching_Guard_Recovery,86.webp,1
魔法胖橘貓,ROUND_1,19_High_Hitstun,87.webp,1
魔法胖橘貓,ROUND_1,20_Mid_Hitstun,88.webp,1
魔法胖橘貓,ROUND_1,21_Low_Hitstun,89.webp,1
魔法胖橘貓,ROUND_2,01_投技「杖子勾腳」,11.webp;12.webp;13.webp;14.webp;15.webp;16.webp,6
魔法胖橘貓,ROUND_2,02_Throw_Reaction,21.webp,1
魔法胖橘貓,ROUND_2,03_Airborne_Thrown,22.webp,1
魔法胖橘貓,ROUND_2,04_Ground_Impact,23.webp,1
魔法胖橘貓,ROUND_2,05_Knockdown_Hold,24.webp,1
魔法胖橘貓,ROUND_2,06_Getup_Brace,25.webp,1
魔法胖橘貓,ROUND_2,07_Heavy_Rise,26.webp,1
魔法胖橘貓,ROUND_2,08_Getup_Return,27.webp,1
魔法胖橘貓,ROUND_2,09_KO_Collapse,28.webp,1
魔法胖橘貓,ROUND_2,10_KO_Hold,29.webp,1
魔法胖橘貓,ROUND_2,11_Cast_Start,31.webp,1
魔法胖橘貓,ROUND_2,12_Staff_Lift,32.webp,1
魔法胖橘貓,ROUND_2,13_Ground_Placement,33.webp,1
魔法胖橘貓,ROUND_2,14_Channel_Hold,34.webp,1
魔法胖橘貓,ROUND_2,15_Placement_Confirmation,35.webp,1
魔法胖橘貓,ROUND_2,16_Recovery,36.webp,1
魔法胖橘貓,ROUND_2,17_Dormant_Arming,41.webp,1
魔法胖橘貓,ROUND_2,18_Armed,42.webp,1
魔法胖橘貓,ROUND_2,19_Trigger_Burst,43.webp,1
魔法胖橘貓,ROUND_2,20_Dormant_Arming,44.webp,1
魔法胖橘貓,ROUND_2,21_Armed+Entry_Warning,45.webp,1
魔法胖橘貓,ROUND_2,22_Delayed_Burst,46.webp,1
魔法胖橘貓,ROUND_2,23_Large_Armed_Base,47.webp,1
魔法胖橘貓,ROUND_2,24_Large_Trigger_Warning,48.webp,1
魔法胖橘貓,ROUND_2,25_Complete_Burst,49.webp,1
魔法胖橘貓,ROUND_2,26_Ultimate_Startup,51.webp,1
魔法胖橘貓,ROUND_2,27_Staff_Raise,52.webp,1
魔法胖橘貓,ROUND_2,28_Invocation_Peak,53.webp,1
魔法胖橘貓,ROUND_2,29_Summon_Command,54.webp,1
魔法胖橘貓,ROUND_2,30_Early_Recovery,55.webp,1
魔法胖橘貓,ROUND_2,31_Gameplay_Return,56.webp,1
魔法胖橘貓,ROUND_2,32_Tentacle_Warning_Faint,61.webp,1
魔法胖橘貓,ROUND_2,33_Warning_Active,62.webp,1
魔法胖橘貓,ROUND_2,34_Warning_Imminent,63.webp,1
魔法胖橘貓,ROUND_2,35_Safe_Zone_Appearance,64.webp,1
魔法胖橘貓,ROUND_2,36_Safe_Zone_Active,65.webp,1
魔法胖橘貓,ROUND_2,37_Safe_Zone_Dissipation,66.webp,1
魔法胖橘貓,ROUND_2,38_Emergence_Tip,71.webp,1
魔法胖橘貓,ROUND_2,39_Rapid_Rise,72.webp,1
魔法胖橘貓,ROUND_2,40_Full_Eruption_Active,73.webp,1
魔法胖橘貓,ROUND_2,41_Whip_Peak_Active,74.webp,1
魔法胖橘貓,ROUND_2,42_Retraction,75.webp,1
魔法胖橘貓,ROUND_2,43_Portal_Residue,76.webp,1
魔法胖橘貓,ROUND_2,44_=_一整張獨立_16_9_CTHULHU_PULSE_VFX,81.webp,1
